participant,block_order,trial_designator,p_c_tt1,p_c_tt2,p_c_tt3,p_c_tt4,p_ic_tt1,p_ic_tt2,p_ic_tt3,p_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt2,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt2,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt3,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt3,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
Participant 87,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 87,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 1 Raw Latency,3260,2246,1778,8066,1467,2122,3214,1981,1232,1950,1388,1545,2121,1232,1373,1310,1263,1934,1466,1669,1638,1684,1373,2387,1201,1061,1108,1732,1279,1872,1545,1373
Participant 92,Consistant,Target 2 Raw Latency,1606,5476,1419,1997,2464,1592,3479,2044,1217,1388,1903,1248,1232,1840,1654,1794,1217,1778,1482,1435,1451,1342,1326,1466,1107,1342,1700,1575,1388,1653,2059,1170
Participant 92,Consistant,Target 3 Raw Latency,1467,2543,2153,1966,2090,2668,1701,1981,1248,2137,1545,1372,1606,1888,1341,1700,1935,1638,1529,1248,1575,1154,1762,1217,1451,1373,2199,1232,1544,1155,1716,1373
Participant 92,Consistant,Target 4 Raw Latency,1420,1763,1856,3728,1513,2824,1965,1716,1451,1202,1279,2434,1685,1981,1342,2246,1357,2012,1279,1263,1404,2168,1419,1622,1029,1872,1279,1731,1233,2590,1513,1732
Participant 92,Consistant,Target 5 Raw Latency,1186,1513,1872,2277,1685,1716,2137,1763,1233,1934,1092,2184,1888,2528,1342,1576,1201,1436,1919,1451,1326,1716,1701,1341,1248,999,1248,2262,1685,2060,1295,3198
Participant 92,Consistant,Target 6 Raw Latency,1357,1545,1529,1872,1857,1357,1607,1748,1310,2262,1731,1341,3058,2293,1654,2512,1232,1451,1326,2246,1326,1935,1185,1466,1046,1232,1201,1139,1092,1872,1825,1264
Participant 92,Consistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 92,Consistant,Target 1 Accuracy,Correct,Correct,Correct,Wrong,Correct,,Correct,Correct,Correct,,Correct,,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct
Participant 92,Consistant,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,Correct,,,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 92,Consistant,Target 3 Accuracy,Correct,Correct,Correct,Correct,,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,,Wrong,Correct,Correct,Correct,,,Wrong,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct
Participant 92,Consistant,Target 4 Accuracy,Correct,Correct,Correct,,,,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,,Correct,Correct,Correct,Correct,,,,Correct,Correct
Participant 92,Consistant,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Wrong,Correct,,Wrong,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct
Participant 92,Consistant,Target 6 Accuracy,Correct,Correct,,Correct,Correct,Correct,,,Correct,,Correct,Wrong,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,,
Participant 92,Consistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 92,Consistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 1 Raw Latency,1373,1451,1576,3666,1326,2667,1716,3432,1420,1529,1404,1997,1279,1466,1451,1560,1498,1467,1467,1872,1450,1435,2091,2012,1170,1311,1779,2153,1653,2184,2013,2309
Participant 97,Inconsistant,Target 2 Raw Latency,1280,1373,1700,1232,2215,2168,2496,1935,1357,1529,2168,1685,1982,1498,1607,2309,1232,1763,1419,1451,1342,1887,2121,1638,1216,1513,1997,1139,827,1404,1280,1529
Participant 97,Inconsistant,Target 3 Raw Latency,1294,1794,1545,1404,1217,5835,1747,1654,1435,1809,1622,1279,1529,2246,1748,1997,1264,1310,1450,1076,2168,951,1310,1529,1092,1217,1451,2012,2247,1513,1731,2075
Participant 97,Inconsistant,Target 4 Raw Latency,2902,1623,1997,2496,1950,3525,2028,1544,1466,2200,1591,1310,1420,1716,1201,2106,1201,1451,1872,1513,1263,1232,1092,2355,1529,2106,2605,1794,1919,1903,2449,1576
Participant 97,Inconsistant,Target 5 Raw Latency,1217,2340,3681,1404,1420,2013,3791,1872,1654,1528,1840,1263,1513,1576,1310,1809,1108,1857,1373,2808,1357,1763,1123,2855,2886,1466,1264,1357,1404,1217,1529,1482
Participant 97,Inconsistant,Target 6 Raw Latency,3916,1529,1061,2122,983,1872,1326,3541,1388,1467,1310,1763,1311,1935,1513,2121,1186,2574,1326,2698,1295,1700,1201,1482,1388,1466,1888,1357,1888,2277,1357,1685
Participant 97,Inconsistant,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Participant 97,Inconsistant,Target 1 Accuracy,Correct,,Correct,Correct,Correct,Wrong,,,Correct,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,,,Correct,Correct,Wrong,Correct,,Correct,Correct,Wrong,Correct,,
Participant 97,Inconsistant,Target 2 Accuracy,Correct,Correct,,Correct,Correct,,Correct,Wrong,,Correct,Correct,Correct,,Wrong,Correct,,,Correct,,Correct,Correct,,,Correct,Correct,Correct,,Correct,Correct,,Correct,Correct
Participant 97,Inconsistant,Target 3 Accuracy,,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct,Correct,Correct,,Correct,Correct,,Correct,,Correct,,Correct,Correct,Correct
Participant 97,Inconsistant,Target 4 Accuracy,Correct,,Wrong,Correct,Correct,Wrong,,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,,Correct,,Correct,Correct,Correct,Correct,,Correct
Participant 97,Inconsistant,Target 5 Accuracy,Correct,Wrong,Correct,Wrong,,Correct,Correct,,Correct,,Correct,Correct,,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,,Correct,,Correct,Wrong,Correct,Correct,Correct,,Correct,Correct,
Participant 97,Inconsistant,Target 6 Accuracy,Correct,Correct,Correct,,,,Correct,Wrong,Correct,,Correct,Correct,,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,,Correct,Correct,Correct,Correct,Correct,,,,Correct,Correct
Participant 97,Inconsistant,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Participant 97,Inconsistant,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
